EmployeeID	Survey	I would recommend my friends or Family to work at TheCompany	I feel engaged in my work.	I believe Leadership cares about the employees at TheCompany	My manager supports me in my role at TheCompany	"TheCompany cares about Diversity, Equity and Inclusion."	I believe there is room for me to grow at TheCompany	I work on interesting projects.	My manager motivates me to work hard.	I am motivated to work hard at TheCompany.	I believe I am recognized for the work I do.	I believe there are good career opportunities for me at TheCompany.	I believe TheCompany is in a great position in the market for the next few years to be succesful.	I plan on staying with TheCompany for at least 2 more years.	I believe I am fairly compensated for my work.	I believe there is little to not politics at TheCompany	I feel comfortable going to someone in leadership if there is an issue.	My values align with the culture at TheCompany	I know what TheCompany values are at TheCompany	I feel like I can take off my accrued Paid Time Off (PTO)/Vacation without feeling guilty	What does TheCompany do well?	What can TheCompany improve?
102773	2023Q2	2	3	1	3	4	4	3	4	2	4	3	4	4	4	4	4	4	1	4		
102774	2023Q2	2	4	3	2	4	1	2	2	2	4	1	3	4	2	4	2	4	3	3		
102781	2023Q2	3	2	3	4	1	3	4	3	3	2	3	3	2	1	4	4	2	3	4		
102783	2023Q2	1	4	2	2	4	3	2	2	2	1	2	3	4	3	4	1	4	3	4		
102784	2023Q2	4	1	2	3	4	3	2	2	2	3	4	3	4	4	3	2	1	4	2		
102785	2023Q2	2	4	2	2	5	1	4	3	2	4	4	3	4	4	4	2	2	2	1		
102786	2023Q2	2	2	3	4	2	3	1	4	3	4	4	4	2	4	3	4	4	2	3		
102787	2023Q2	3	3	2	5	4	2	4	4	1	3	2	4	1	3	4	3	2	1	2		
102788	2023Q2	3	3	4	3	4	4	3	2	2	1	3	4	2	4	2	4	3	3	4		
102791	2023Q2	2	3	2	1	3	2	3	3	4	4	4	1	4	3	3	3	4	3	3		
102796	2023Q2	4	2	4	2	4	1	4	2	2	3	1	1	3	4	3	4	2	4	3		
102798	2023Q2	4	4	4	3	4	2	3	4	3	4	4	4	2	3	3	3	2	2	4		
102801	2023Q2	2	2	3	3	4	4	3	4	2	4	4	2	4	3	3	2	4	4	4		
102804	2023Q2	2	4	2	2	4	3	2	1	4	2	4	3	4	2	4	2	4	4	3		
102805	2023Q2	1	2	1	1	4	2	5	3	4	4	3	4	4	1	3	3	2	4	2		
102806	2023Q2	2	2	3	1	3	2	4	4	2	2	4	2	4	3	2	1	4	1	3		
102807	2023Q2	3	2	4	4	3	4	2	3	3	4	1	4	4	1	1	4	2	2	2		
102809	2023Q2	4	4	2	2	4	4	2	4	3	4	4	3	2	5	4	2	4	3	3		
102811	2023Q2	4	4	2	4	3	3	3	5	2	3	3	1	2	3	4	2	4	4	3		
102812	2023Q2	2	2	2	1	1	4	2	4	3	4	4	4	3	4	2	4	5	4	4		
102813	2023Q2	2	2	3	1	3	4	4	3	4	3	3	3	2	4	1	2	3	4	4		
102815	2023Q2	3	1	3	4	4	3	2	4	2	4	2	3	3	4	4	3	2	4	4		
102818	2023Q2	4	1	4	4	3	2	4	4	2	2	2	4	2	1	3	2	2	3	4		
102821	2023Q2	4	5	4	2	3	3	2	2	2	4	3	4	2	4	3	3	4	4	1		
102822	2023Q2	4	1	3	4	4	3	1	2	2	3	4	4	3	2	2	3	3	2	4		
102823	2023Q2	2	4	4	2	3	4	4	3	4	4	3	2	3	3	4	3	4	3	2		
102824	2023Q2	4	4	4	2	4	3	1	3	4	4	4	4	1	3	3	1	4	1	4		
102825	2023Q2	3	2	2	3	3	1	2	1	4	1	3	2	1	4	3	4	2	2	3		
102826	2023Q2	2	2	4	3	4	2	3	1	4	1	3	2	4	3	4	4	5	2	4		
102827	2023Q2	3	4	3	3	3	4	2	3	1	4	2	3	3	4	4	4	2	3	1		
102828	2023Q2	2	1	4	3	4	4	2	2	2	4	2	2	3	3	2	1	3	4	2		
102829	2023Q2	4	2	2	3	3	4	4	1	3	3	3	3	3	3	2	1	2	4	3		
102831	2023Q2	1	3	2	4	1	4	4	3	2	3	2	4	3	4	4	4	2	3	1		
102832	2023Q2	4	2	3	3	3	3	3	3	3	4	2	2	2	4	4	1	4	4	3		
102833	2023Q2	4	1	3	1	3	2	4	4	3	4	2	2	2	2	1	4	4	3	4		
102834	2023Q2	2	3	4	3	4	4	3	2	4	2	2	2	3	4	2	4	2	2	4		
102836	2023Q2	4	1	4	4	4	4	3	4	4	3	2	4	3	4	2	3	1	2	4		
102837	2023Q2	3	3	3	4	4	2	4	4	4	1	2	4	1	3	4	2	4	4	3		
102838	2023Q2	2	4	4	2	4	1	3	4	1	4	4	1	4	4	3	4	4	4	1		
102839	2023Q2	2	3	3	3	2	4	3	2	3	3	4	1	1	3	3	3	3	2	2		
102841	2023Q2	3	3	4	4	4	4	5	3	1	2	3	4	4	4	4	4	4	2	3		
102842	2023Q2	3	4	1	3	2	1	4	4	4	4	2	4	4	4	3	4	2	3	4		
102843	2023Q2	2	1	4	1	3	4	4	4	2	3	2	3	1	2	1	3	1	2	4		
102845	2023Q2	4	4	3	4	4	2	2	4	3	2	4	3	4	4	4	4	1	4	3		
102846	2023Q2	4	4	3	2	3	1	3	2	2	4	4	5	3	4	4	4	1	3	4		
102848	2023Q2	4	2	2	4	3	3	3	2	4	2	3	2	3	4	2	3	4	1	4		
102849	2023Q2	4	4	2	4	4	3	4	3	3	3	4	4	1	2	2	2	1	1	4		
102852	2023Q2	3	4	2	4	2	4	4	3	4	4	2	4	2	4	3	3	3	2	4		
102854	2023Q2	4	4	3	3	4	3	2	4	3	1	1	4	2	3	3	3	4	3	2		
102855	2023Q2	4	3	3	3	4	3	1	3	3	4	2	3	1	3	4	4	4	2	3		
102856	2023Q2	3	3	3	2	4	4	2	4	4	3	5	2	2	3	4	2	3	4	3		
102857	2023Q2	4	3	1	4	1	1	3	3	2	1	2	3	4	4	4	2	1	3	4		
102858	2023Q2	3	4	2	1	3	4	4	1	2	2	4	4	3	2	2	3	2	4	4		
102859	2023Q2	3	4	4	1	2	3	3	3	3	3	4	2	2	3	2	4	2	4	4		
102862	2023Q2	2	4	2	2	3	5	4	2	3	4	4	1	4	3	4	1	2	3	3		
102866	2023Q2	3	2	5	3	3	3	2	4	4	2	2	4	1	4	4	2	2	4	2		
102870	2023Q2	3	2	4	3	3	2	1	2	3	3	3	2	3	2	4	1	4	4	3		
102871	2023Q2	2	4	2	4	4	2	3	4	3	3	3	4	2	3	2	4	4	3	2		
102876	2023Q2	3	1	3	4	2	3	4	3	3	3	4	3	2	3	3	3	1	4	2		
102878	2023Q2	2	3	4	4	4	3	3	3	3	4	4	4	3	4	4	1	4	4	1		
102879	2023Q2	1	3	3	3	1	4	2	3	3	3	4	3	4	2	2	3	1	5	2		
102882	2023Q2	3	4	2	5	3	4	3	3	2	4	3	4	4	1	3	1	4	4	3		
102883	2023Q2	2	4	2	1	4	5	3	3	2	4	2	4	3	3	4	2	2	3	2		
102884	2023Q2	4	2	3	3	2	2	2	3	3	4	4	2	3	3	2	1	3	2	1		
102885	2023Q2	3	2	3	2	4	3	3	4	4	2	1	4	3	2	2	2	4	3	3		
102886	2023Q2	1	3	2	3	1	4	2	2	3	4	2	3	4	4	4	4	4	3	3		
102888	2023Q2	1	3	4	4	4	2	4	2	1	2	4	4	2	3	4	2	2	2	4		
102889	2023Q2	2	3	2	2	2	3	4	1	4	4	1	2	4	2	2	4	2	4	3		
102890	2023Q2	4	3	3	2	2	3	1	4	3	1	3	2	1	2	2	4	2	2	3		
102891	2023Q2	3	3	4	4	3	3	2	4	4	2	4	4	3	2	2	3	4	3	3		
102892	2023Q2	3	1	4	4	2	3	3	4	2	4	1	3	4	2	1	1	4	4	4		
102893	2023Q2	3	4	4	3	4	2	1	1	3	4	4	4	4	4	4	3	2	3	3		
102894	2023Q2	1	4	4	4	3	3	4	2	2	4	2	2	2	2	4	4	4	2	4		
102896	2023Q2	1	4	3	2	3	3	3	2	4	2	1	4	2	3	4	4	4	2	4		
102897	2023Q2	1	2	2	3	3	2	3	4	4	3	1	4	4	2	3	1	4	1	2		
102898	2023Q2	2	2	4	4	3	3	2	3	4	4	1	3	3	1	4	3	3	4	2		
102901	2023Q2	2	3	2	4	1	4	4	3	3	1	4	3	2	4	4	4	1	4	2		
102902	2023Q2	4	3	2	2	2	3	4	1	3	3	2	4	4	3	3	3	4	3	4		
102903	2023Q2	4	3	2	4	1	3	4	3	4	4	2	2	4	2	2	1	2	3	3		
102904	2023Q2	4	3	3	4	2	4	4	3	4	2	3	4	4	2	3	4	4	2	2		
102909	2023Q2	4	1	3	3	3	1	3	4	3	4	2	3	4	2	2	2	1	4	4		
102910	2023Q2	2	2	3	2	4	3	1	5	2	4	3	4	1	4	4	2	4	4	2		
102911	2023Q2	1	2	2	3	3	4	3	4	1	1	4	4	4	4	3	4	1	2	4		
102912	2023Q2	2	3	2	2	2	4	2	1	2	3	3	3	3	4	2	3	3	4	4		
102913	2023Q2	3	4	2	3	2	2	4	4	2	3	4	3	2	3	3	4	4	4	2		
102914	2023Q2	2	2	2	3	2	4	3	4	4	4	2	4	3	2	1	3	5	3	3		
102915	2023Q2	4	4	4	2	3	2	2	4	2	4	4	1	4	4	3	4	3	4	3		
102917	2023Q2	4	4	4	3	3	2	2	4	2	4	3	1	2	4	4	1	4	4	3		
102919	2023Q2	4	3	2	4	2	4	4	3	4	2	4	4	3	3	4	4	5	4	2		
102924	2023Q2	4	2	4	1	4	3	5	3	4	3	3	2	3	4	2	4	2	4	4		
102925	2023Q2	3	3	4	2	4	4	2	4	2	3	4	4	3	3	4	4	4	2	4		
102929	2023Q2	4	2	2	2	1	2	4	4	4	2	3	3	1	3	2	4	4	4	2		
102931	2023Q2	3	2	4	3	3	4	3	2	2	2	3	2	2	4	3	2	1	3	4		
102935	2023Q2	4	3	4	3	1	2	4	4	4	3	3	2	3	2	4	2	2	3	2		
102936	2023Q2	1	2	4	3	3	1	4	3	1	2	4	3	3	3	2	4	4	3	2		
102940	2023Q2	3	4	3	4	1	3	3	2	4	2	4	4	4	3	2	3	3	1	2		
102942	2023Q2	4	4	3	2	2	4	4	2	2	3	3	1	2	3	3	3	4	3	3		
102945	2023Q2	3	4	1	4	3	3	1	1	2	3	4	3	3	4	4	3	3	2	3		
102946	2023Q2	4	3	4	1	3	4	4	1	3	3	2	3	4	2	3	1	4	2	2		
102950	2023Q2	2	1	3	4	3	4	2	3	2	4	4	3	2	3	2	4	4	3	4		
102951	2023Q2	4	2	2	3	3	4	1	4	3	2	4	2	4	3	4	4	3	3	3		
102952	2023Q2	4	3	3	3	4	4	3	2	2	2	4	4	1	3	4	1	4	4	3		
102960	2023Q2	3	3	2	3	4	1	3	4	4	2	2	2	4	4	4	1	3	3	4		
102964	2023Q2	2	4	4	4	4	2	3	1	4	2	2	4	2	4	3	4	4	2	4		
102965	2023Q2	2	2	2	4	2	2	3	1	4	4	3	2	2	4	3	2	3	4	3		
102966	2023Q2	3	1	2	4	4	4	4	2	3	3	4	2	1	2	2	2	2	2	4		
102967	2023Q2	1	5	2	2	3	2	4	3	4	4	2	2	1	4	3	3	4	1	2		
102976	2023Q2	4	4	2	3	3	4	3	4	2	3	4	4	4	3	3	2	4	1	1		
102980	2023Q2	3	4	3	3	3	2	1	4	4	4	4	2	3	2	3	1	3	2	2		
102986	2023Q2	2	4	3	4	1	2	4	3	3	2	3	1	3	3	3	4	2	2	2		
102987	2023Q2	4	4	3	4	4	4	2	3	3	1	3	4	3	2	4	4	3	4	3		
102989	2023Q2	1	1	4	2	4	3	4	2	4	3	3	2	3	4	4	4	2	3	3		
102993	2023Q2	3	4	4	3	1	4	3	2	4	2	4	4	4	4	2	3	3	3	1		
102994	2023Q2	3	3	5	4	4	3	4	2	3	3	2	1	2	2	1	2	2	2	4		
102995	2023Q2	4	3	3	4	4	3	4	3	3	3	3	2	3	1	4	4	4	5	2		
102998	2023Q2	2	2	3	4	4	3	3	4	3	4	2	4	3	4	3	4	4	1	2		
102999	2023Q2	4	3	4	3	3	3	4	3	3	4	4	3	5	4	2	3	4	2	4		
103000	2023Q2	2	1	4	4	2	1	3	2	2	4	2	2	2	4	2	3	4	3	4		
103001	2023Q2	2	3	3	4	3	2	3	1	4	3	3	4	3	3	3	3	3	4	3		
103002	2023Q2	2	3	1	2	4	3	4	3	3	4	3	2	4	3	4	2	3	4	4		
103004	2023Q2	4	1	2	2	4	2	3	4	4	1	1	5	4	1	4	2	4	3	4		
103005	2023Q2	2	4	1	4	3	2	4	3	2	3	4	2	2	1	4	3	4	3	3		
103011	2023Q2	2	4	4	3	4	4	4	3	3	4	2	4	2	1	4	5	3	3	2		
103012	2023Q2	4	1	4	3	5	2	4	3	3	2	4	4	2	4	3	3	4	3	2		
103014	2023Q2	4	4	4	1	4	1	3	2	2	3	4	2	2	1	4	4	2	2	3		
103015	2023Q2	3	3	2	3	2	2	3	2	4	2	3	4	2	1	4	4	4	1	4		
103020	2023Q2	3	4	2	3	3	1	3	1	3	4	2	4	1	1	3	3	1	1	3		
103022	2023Q2	2	4	2	2	4	2	3	2	2	2	4	4	1	4	1	2	1	4	3		
103023	2023Q2	2	2	4	4	3	3	2	3	3	2	2	2	4	3	2	4	3	3	4		
103024	2023Q2	4	3	3	4	3	3	4	4	2	3	4	3	3	3	2	4	4	1	2		
103026	2023Q2	3	3	3	1	2	3	4	3	3	3	1	4	2	4	2	4	4	3	4		
103028	2023Q2	3	4	3	1	1	4	3	2	4	2	2	4	2	4	3	1	4	3	3		
103029	2023Q2	4	3	3	2	2	2	3	3	2	2	2	2	3	3	4	2	3	3	1		
103030	2023Q2	3	2	4	2	3	4	4	2	1	4	3	4	2	3	4	2	4	3	3		
103031	2023Q2	3	1	2	2	2	4	3	3	3	1	4	2	1	2	3	1	1	2	3		
103032	2023Q2	3	4	4	4	4	1	3	2	4	3	3	2	4	1	2	1	2	4	4		
103033	2023Q2	3	3	4	2	3	2	5	3	4	4	4	4	4	2	2	1	2	3	3		
103034	2023Q2	3	4	2	2	4	2	1	2	4	3	3	4	3	4	1	2	1	4	2		
103035	2023Q2	4	4	2	2	3	1	3	4	2	4	2	3	1	3	4	3	2	4	4		
103036	2023Q2	2	3	1	4	4	2	4	3	3	2	2	3	3	3	3	4	1	3	4		
103037	2023Q2	1	4	3	3	3	3	2	2	4	4	3	3	1	3	1	3	1	2	4		
103040	2023Q2	2	3	3	1	2	2	4	4	4	3	4	2	3	2	1	4	3	4	4		
103042	2023Q2	4	2	3	3	3	3	4	2	2	3	3	2	3	3	3	2	3	4	2		
103044	2023Q2	4	3	4	4	3	4	3	2	2	3	3	1	3	2	3	1	4	4	2		
103045	2023Q2	4	4	1	2	4	2	2	3	2	1	4	3	3	4	2	3	3	2	4		
103046	2023Q2	4	4	3	4	4	3	3	4	4	4	4	1	3	4	4	2	2	4	4		
103047	2023Q2	4	3	3	4	4	3	2	2	4	4	3	2	2	2	2	2	3	4	4		
103048	2023Q2	4	4	4	2	2	2	4	4	2	4	3	3	2	3	3	2	2	3	4		
103049	2023Q2	4	1	3	4	4	4	2	4	4	3	3	3	4	3	1	3	4	4	2		
103052	2023Q2	2	2	3	3	3	2	3	3	2	1	1	1	4	4	2	4	1	4	4		
103053	2023Q2	3	3	2	3	4	4	3	4	3	2	3	2	4	3	3	3	4	3	2		
103055	2023Q2	4	3	2	4	4	3	4	4	2	3	2	4	2	2	3	3	4	2	2		
103056	2023Q2	3	4	4	4	4	2	3	1	3	3	4	2	4	4	3	3	4	2	2		
103057	2023Q2	4	2	4	1	4	4	3	2	3	2	2	3	4	4	3	3	4	2	2		
103058	2023Q2	4	3	3	2	2	4	2	4	3	3	3	4	2	2	2	3	2	4	3		
103062	2023Q2	2	1	3	2	1	2	3	4	3	2	3	1	2	2	1	4	1	4	3		
103064	2023Q2	1	3	4	3	2	2	2	3	2	2	2	2	2	3	4	4	1	2	3		
103066	2023Q2	3	3	2	2	3	4	1	4	3	3	2	4	4	3	4	2	4	4	4		
103068	2023Q2	3	1	3	4	3	4	3	4	1	2	3	4	4	3	4	3	4	2	2		
103069	2023Q2	4	4	4	3	2	4	3	2	2	4	3	4	4	2	4	2	3	2	3		
103071	2023Q2	4	4	4	3	3	4	3	2	4	3	3	2	3	2	3	2	2	4	4		
103072	2023Q2	4	2	4	1	4	3	3	1	4	2	4	4	4	2	1	4	3	2	2		
103077	2023Q2	4	4	1	4	1	2	1	2	4	1	1	2	4	4	4	2	2	4	2		
103081	2023Q2	3	4	2	3	3	4	4	1	3	4	3	2	1	3	4	4	3	2	4		
103083	2023Q2	3	2	2	1	2	4	4	3	1	3	2	3	4	4	4	2	4	2	4		
103086	2023Q2	4	4	4	3	3	2	3	3	2	3	3	3	4	3	4	4	3	4	4		
103087	2023Q2	5	2	1	4	3	2	3	2	4	4	2	3	4	2	3	2	2	2	2		
103088	2023Q2	4	4	4	4	3	1	3	1	3	2	4	4	1	3	3	3	2	4	2		
103089	2023Q2	3	2	2	1	2	1	2	4	4	2	4	1	2	4	2	3	3	3	4		
103091	2023Q2	2	1	1	2	1	4	2	5	5	3	3	3	2	1	1	4	4	4	2		
103096	2023Q2	3	2	4	3	3	3	3	2	4	4	4	4	5	4	4	3	2	4	3		
103097	2023Q2	4	3	4	2	4	2	3	3	3	3	3	2	2	2	3	3	2	1	3		
103099	2023Q2	2	2	3	4	4	2	2	2	4	2	3	5	4	3	4	3	4	4	3		
103100	2023Q2	4	4	4	1	1	3	3	4	3	2	4	4	4	3	4	3	2	4	1		
103101	2023Q2	2	2	4	2	3	3	2	4	3	3	4	4	2	4	3	2	3	3	3		
103103	2023Q2	3	3	3	1	1	2	3	3	4	3	4	3	2	4	3	3	1	2	1		
103105	2023Q2	4	2	2	1	3	4	2	3	4	3	4	2	2	2	2	2	3	2	2		
103106	2023Q2	4	1	4	4	4	3	1	1	4	3	3	1	2	3	2	2	2	3	4		
103107	2023Q2	3	4	3	1	4	4	2	3	4	3	3	2	4	3	4	2	2	3	4		
103108	2023Q2	4	4	4	4	4	4	1	3	4	1	2	3	5	4	2	3	3	4	3		
103110	2023Q2	1	3	1	4	2	2	4	4	2	1	3	2	3	3	3	2	4	4	2		
103111	2023Q2	2	4	1	4	2	2	3	2	4	3	4	2	4	4	4	3	1	4	4		
103112	2023Q2	2	2	2	3	2	3	4	4	1	4	2	2	4	2	2	2	3	2	4		
103113	2023Q2	4	3	1	2	4	3	4	2	2	4	3	3	3	4	3	4	1	2	4		
103114	2023Q2	3	1	4	2	4	3	2	3	4	2	3	4	4	4	3	4	5	3	4		
103117	2023Q2	4	3	4	4	4	4	4	2	4	4	1	4	2	2	1	4	2	2	4		
103119	2023Q2	3	4	1	3	4	1	2	4	3	3	4	4	2	4	3	1	2	4	2		
103121	2023Q2	4	3	2	2	4	1	3	2	3	4	2	1	4	2	4	4	1	4	4		
103123	2023Q2	3	2	3	4	3	3	4	3	3	2	1	4	3	4	1	2	1	4	4		
103124	2023Q2	2	2	4	2	3	4	3	2	2	4	3	3	4	4	3	2	2	2	4		
103125	2023Q2	3	4	3	4	3	3	4	3	4	4	2	3	1	3	3	4	2	2	4		
103126	2023Q2	3	3	1	2	3	1	4	3	4	1	4	4	4	3	2	3	1	4	2		
103127	2023Q2	2	2	3	1	4	4	3	3	3	3	2	4	2	4	3	4	4	2	2		
103128	2023Q2	3	1	3	3	4	4	3	3	4	4	4	2	3	2	4	4	4	3	3		
103129	2023Q2	4	4	2	2	2	4	3	2	3	3	2	3	2	2	3	2	4	3	4		
103130	2023Q2	1	4	4	1	5	1	2	1	2	3	2	2	3	2	2	2	4	4	5		
103131	2023Q2	4	4	3	4	4	2	2	3	4	2	3	4	4	3	2	3	3	3	3		
103132	2023Q2	3	2	3	3	3	3	3	1	4	2	1	3	2	4	2	2	2	2	4		
103133	2023Q2	3	4	1	2	4	3	1	1	2	4	4	3	3	4	4	3	4	4	4		
103134	2023Q2	2	4	4	4	4	4	4	3	2	4	3	4	4	1	4	4	3	4	1		
103136	2023Q2	2	2	3	4	2	4	2	4	4	4	3	3	2	2	4	4	4	4	3		
103138	2023Q2	4	4	3	4	2	2	3	2	2	2	3	4	3	3	3	4	4	3	4		
103139	2023Q2	1	4	3	4	3	3	3	1	1	2	3	4	3	3	3	3	4	2	2		
103140	2023Q2	2	4	3	4	3	3	4	4	3	3	2	4	3	3	4	1	2	3	3		
103141	2023Q2	2	2	2	4	4	2	1	2	1	2	2	4	4	2	3	4	4	2	2		
103142	2023Q2	1	4	4	3	3	4	2	1	2	3	1	4	1	3	3	3	3	4	4		
103143	2023Q2	2	4	2	3	4	4	2	2	1	2	4	2	3	4	4	4	5	3	3		
103144	2023Q2	4	1	4	3	3	3	2	3	4	1	2	4	3	2	3	1	1	2	2		
103146	2023Q2	4	1	3	2	3	4	4	2	3	2	4	2	4	4	4	4	1	2	1		
103148	2023Q2	3	3	3	4	5	4	2	1	1	2	2	1	3	1	5	2	3	4	3		
103149	2023Q2	1	3	2	4	2	4	3	2	1	3	4	4	3	3	3	4	3	4	5		
103150	2023Q2	4	4	2	2	1	1	3	4	3	1	2	3	3	3	4	2	4	3	4		
103153	2023Q2	2	3	1	1	4	4	1	4	3	4	3	3	4	2	3	2	3	3	4		
103157	2023Q2	2	2	3	3	4	1	3	4	3	4	1	3	3	2	4	4	4	4	4		
103159	2023Q2	3	2	4	3	4	3	3	3	4	3	1	2	3	1	2	1	1	2	3		
103160	2023Q2	4	3	2	4	3	4	2	2	4	3	2	3	2	4	4	3	3	4	4		
103162	2023Q2	3	1	1	3	1	3	4	3	2	4	4	3	3	3	1	4	4	3	2		
103166	2023Q2	2	3	1	3	3	2	3	4	4	3	3	2	4	4	3	4	4	4	2		
103168	2023Q2	3	2	2	2	4	2	4	4	1	3	3	1	4	4	3	3	3	3	4		
103169	2023Q2	1	3	3	2	4	2	3	2	4	2	3	4	5	3	2	3	4	4	4		
103171	2023Q2	4	1	4	3	4	4	3	3	4	3	3	3	4	4	2	4	3	4	4		
103173	2023Q2	4	4	1	3	3	4	3	4	2	2	3	3	2	1	3	2	4	1	2		
103174	2023Q2	3	3	4	4	1	4	2	4	4	3	4	3	4	2	5	4	3	3	4		
103175	2023Q2	1	2	4	4	4	3	2	2	3	1	2	3	3	3	2	3	3	4	3		
103178	2023Q2	4	2	3	1	3	3	4	3	3	3	1	2	3	4	4	2	4	4	1		
103179	2023Q2	4	3	4	3	3	3	2	3	3	5	4	4	4	4	1	4	4	4	3		
103184	2023Q2	2	2	2	3	1	4	4	2	3	4	4	2	2	4	3	4	2	2	1		
103186	2023Q2	2	4	4	4	1	1	3	2	3	4	2	4	3	3	2	1	4	3	4		
103188	2023Q2	3	4	2	2	2	4	1	4	4	3	2	4	2	2	4	4	2	4	3		
103191	2023Q2	3	3	3	4	3	1	1	1	3	3	4	4	1	1	4	3	4	4	2		
103193	2023Q2	4	3	4	3	3	4	4	4	4	3	3	3	2	1	4	3	4	2	2		
103195	2023Q2	2	3	1	4	4	2	2	2	4	2	4	3	4	3	4	4	2	4	4		
103197	2023Q2	4	4	2	4	3	4	3	4	4	1	3	4	2	4	2	2	3	2	3		
103198	2023Q2	4	4	2	1	2	3	4	3	3	4	3	2	4	3	3	2	4	2	2		
103199	2023Q2	4	4	2	2	3	2	4	2	4	3	2	4	3	4	2	4	2	4	3		
103201	2023Q2	3	5	1	4	3	2	2	2	1	3	3	3	5	1	4	3	4	4	4		
103207	2023Q2	4	1	2	2	3	1	2	2	4	4	4	4	4	4	3	2	3	2	2		
103208	2023Q2	4	3	4	2	2	4	3	3	4	4	1	3	2	2	4	4	1	3	4		
103209	2023Q2	3	2	4	1	3	4	4	3	3	4	3	2	2	2	2	4	3	4	2		
103210	2023Q2	4	4	3	3	3	3	4	3	2	2	1	2	3	3	2	1	4	4	4		
103214	2023Q2	4	4	3	2	4	3	1	4	3	3	3	3	3	4	3	3	3	4	3		
103215	2023Q2	4	1	2	3	3	4	3	2	4	3	2	4	3	3	4	4	4	3	4		
103217	2023Q2	2	3	4	1	3	4	4	2	4	2	3	2	3	3	3	4	2	3	2		
103220	2023Q2	2	3	3	4	2	2	1	4	2	4	3	1	5	4	2	3	2	3	3		
103224	2023Q2	4	3	3	2	4	4	4	3	3	4	4	4	3	4	2	4	3	4	3		
103228	2023Q2	4	3	2	2	3	4	4	4	4	3	4	4	3	3	4	4	2	4	3		
103230	2023Q2	2	2	3	2	4	4	4	4	4	1	2	4	1	4	2	3	2	2	3		
103231	2023Q2	5	2	4	4	3	3	3	2	2	4	3	3	2	3	1	4	3	3	5		
103232	2023Q2	3	4	4	2	4	2	3	4	4	2	2	2	4	4	3	4	4	3	3		
103233	2023Q2	3	2	4	2	4	4	4	1	2	4	2	2	3	2	3	3	1	5	4		
103234	2023Q2	2	4	3	2	3	4	4	1	3	3	4	3	3	4	2	3	1	4	3		
103235	2023Q2	5	3	2	3	3	4	2	4	4	4	4	1	4	3	1	3	2	1	2		
103238	2023Q2	3	4	4	2	2	4	2	4	3	3	3	2	2	2	4	4	4	3	2		
103239	2023Q2	4	4	3	1	3	1	2	2	2	3	4	2	4	3	3	4	3	3	4		
103240	2023Q2	2	4	2	1	2	2	3	3	4	3	2	3	4	2	1	2	3	3	1		
103241	2023Q2	4	4	4	1	3	2	3	2	2	4	4	3	1	4	2	2	4	2	3		
103242	2023Q2	3	4	3	2	4	3	2	2	4	3	4	3	3	2	2	3	3	3	1		
103243	2023Q2	2	3	1	3	3	4	3	2	1	3	3	3	2	2	2	5	3	4	4		
103244	2023Q2	3	2	3	4	4	2	4	3	4	2	3	2	4	2	4	4	4	3	4		
103245	2023Q2	1	2	3	2	1	2	2	4	4	2	2	3	3	3	4	2	4	2	3		
103249	2023Q2	4	3	2	2	4	3	2	4	1	1	4	2	4	1	1	4	2	2	3		
103251	2023Q2	4	3	1	3	3	2	3	4	2	3	3	2	4	4	1	3	4	2	3		
103252	2023Q2	2	4	4	2	4	4	1	5	3	2	2	2	2	3	1	2	3	1	4		
103253	2023Q2	2	3	4	1	4	1	3	4	3	2	2	3	4	1	3	4	4	3	4		
103255	2023Q2	1	1	3	4	2	3	2	4	4	3	4	4	1	4	2	2	1	3	2		
103257	2023Q2	3	4	2	3	2	4	2	4	1	4	4	4	3	2	4	2	4	4	3		
103258	2023Q2	4	1	4	4	4	4	3	4	2	4	1	4	3	3	4	2	4	3	1		
103259	2023Q2	1	2	4	2	1	2	4	2	2	2	4	4	2	5	4	4	3	2	4		
103261	2023Q2	2	3	3	3	1	1	3	3	3	3	4	3	4	2	3	4	2	4	5		
103262	2023Q2	3	5	4	3	4	1	3	3	2	2	2	3	2	2	4	4	1	1	2		
103263	2023Q2	3	4	4	4	4	2	3	4	4	1	4	4	4	3	4	2	4	2	3		
103265	2023Q2	2	1	2	3	4	4	4	3	4	3	4	4	2	2	4	3	4	3	4		
103266	2023Q2	2	1	4	3	3	3	4	4	3	1	3	1	2	3	3	3	4	3	3		
103267	2023Q2	3	3	3	2	1	2	2	3	3	2	4	5	4	1	4	3	3	2	2		
103271	2023Q2	4	3	4	2	3	4	4	3	3	1	4	4	3	2	4	2	2	4	1		
103274	2023Q2	4	1	2	2	3	3	4	2	2	3	4	4	4	2	2	3	4	1	3		
103276	2023Q2	4	4	3	4	4	2	2	2	2	2	2	1	4	2	2	2	3	2	2		
103277	2023Q2	4	1	2	3	4	3	3	2	3	3	3	4	3	3	3	3	3	2	2		
103278	2023Q2	3	3	1	4	2	4	1	2	5	3	1	2	4	4	3	4	4	2	2		
103280	2023Q2	2	2	2	2	4	4	3	3	4	4	3	4	4	4	4	1	2	4	2		
103282	2023Q2	1	4	4	2	4	3	4	1	3	2	2	3	2	1	3	3	2	3	1		
103283	2023Q2	2	1	3	4	4	4	4	3	4	4	2	4	2	4	4	4	2	2	4		
103284	2023Q2	4	3	3	4	4	2	3	2	4	2	3	4	2	4	4	4	1	4	2		
